"veh_value","exposure","veh_body","veh_age","gender","area","agecat"
1.2,0.8596851472,"SEDAN","3","F","C","6"
3.46,0.8323066393,"STNWG","2","M","C","4"
1.95,0.7282683094,"STNWG","3","M","C","6"
1.2,0.7748117728,"SEDAN","3","F","A","4"
1.34,0.7364818617,"SEDAN","3","F","D","4"
1.17,0.8131416838,"SEDAN","3","F","C","5"
2.7,0.7638603696,"STNWG","2","F","E","4"
1.3,0.2272416153,"HBACK","2","F","C","6"
1.17,0.7392197125,"HBACK","2","F","D","4"
1.3,0.7337440109,"HBACK","2","F","C","5"
2.198,0.3285420945,"HBACK","1","M","C","5"
1.77,0.5338809035,"SEDAN","2","M","A","4"
1.41,0.2710472279,"UTE","4","M","F","5"
1.79,0.8213552361,"SEDAN","2","M","C","4"
2.29,0.2108145106,"SEDAN","1","M","A","6"
3.15,0.4106776181,"MCARA","3","M","A","3"
1.01,0.5092402464,"HBACK","2","M","E","2"
4,0.5585215606,"STNWG","3","F","E","3"
0.73,0.4024640657,"SEDAN","4","F","B","3"
1.84,0.7775496235,"STNWG","4","M","B","2"
1.58,0.1341546886,"STNWG","4","M","E","2"
1.38,0.7446954141,"SEDAN","3","F","B","3"
1.75,0.4736481862,"TRUCK","1","M","B","5"
1.57,0.0985626283,"STNWG","3","F","A","1"
2.03,0.1204654346,"HBACK","3","F","E","1"
2.384,0.5284052019,"HBACK","1","F","B","1"
0.52,0.4134154689,"SEDAN","4","M","A","1"
2.17,0.3915126626,"STNWG","2","F","C","2"
2.52,0.1642710472,"STNWG","2","F","A","2"
1.32,0.3915126626,"COUPE","3","F","B","1"
3.55,0.0821355236,"STNWG","1","F","D","3"
1.37,0.7912388775,"UTE","4","M","A","3"
0.22,0.9226557153,"HBACK","4","F","B","6"
1.92,0.3586584531,"HBACK","2","F","A","1"
1.36,0.5338809035,"SEDAN","2","F","D","2"
1.97,0.1724845996,"STNWG","4","M","A","2"
1.97,0.9500342231,"SEDAN","1","F","F","2"
1.35,0.1232032854,"HBACK","3","M","A","6"
0.77,0.8843258042,"MIBUS","4","F","D","4"
0.84,0.93908282,"HBACK","3","F","E","4"
1.13,0.3531827515,"HBACK","2","F","A","3"
4.33,0.2026009582,"STNWG","2","F","C","1"
2.14,0.386036961,"SEDAN","1","F","D","4"
0.93,0.2327173169,"HBACK","3","F","A","2"
1.86,0.167008898,"STNWG","4","F","B","5"
1.4,0.7501711157,"UTE","3","M","A","3"
1.21,0.514715948,"HBACK","2","F","E","6"
1.16,0.6735112936,"HBACK","3","F","C","2"
0.35,0.3997262149,"HBACK","4","F","B","2"
1.3,0.720054757,"HBACK","2","F","C","1"
0.7,0.6652977413,"HBACK","4","F","B","2"
0.92,0.476386037,"HBACK","4","M","C","3"
1.3,0.9801505818,"HBACK","2","F","A","1"
2.13,0.7145790554,"SEDAN","2","M","D","4"
1.35,0.5776865161,"SEDAN","3","F","A","6"
1.01,0.9582477755,"SEDAN","3","F","A","2"
1.57,0.8733744011,"SEDAN","2","M","B","6"
0.61,0.9993155373,"PANVN","4","M","B","3"
2.36,0.5667351129,"SEDAN","1","M","C","3"
1.33,0.887063655,"COUPE","3","F","C","4"
1.47,0.7337440109,"SEDAN","2","F","C","1"
5.25,0.6105407255,"STNWG","1","M","C","3"
3.54,0.1067761807,"STNWG","2","M","B","5"
1.18,0.4271047228,"STNWG","4","M","C","5"
1.22,0.9993155373,"HBACK","3","F","D","6"
1.41,0.9144421629,"COUPE","3","F","A","1"
4.37,0.0657084189,"STNWG","2","F","C","3"
0.73,0.8542094456,"HBACK","3","F","A","4"
2.51,0.5941136208,"STNWG","3","F","E","3"
2.3,0.1533196441,"STNWG","4","M","C","5"
1.4,0.4599589322,"HBACK","2","M","E","2"
1.14,0.257357974,"HBACK","2","F","A","3"
1.91,0.5503080082,"STNWG","4","M","A","3"
2.45,0.5475701574,"TRUCK","2","M","E","4"
2.95,0.6078028747,"STNWG","3","F","E","4"
1.34,0.1971252567,"HBACK","2","F","F","4"
2.43,0.4572210814,"STNWG","3","M","D","5"
0.85,0.1806981519,"UTE","4","M","C","4"
2.02,0.8021902806,"SEDAN","2","F","A","5"
3.68,0.4161533196,"UTE","1","M","B","4"
0.53,0.3586584531,"SEDAN","4","M","A","4"
1.76,0.3093771389,"SEDAN","2","F","A","4"
0,0.9993155373,"BUS","4","M","E","6"
1.64,0.2217659138,"SEDAN","2","F","C","3"
1.29,0.3422313484,"STNWG","4","M","F","5"
0.38,0.8569472964,"SEDAN","4","M","A","6"
2.69,0.1642710472,"STNWG","3","M","C","2"
0.95,0.848733744,"SEDAN","4","M","A","6"
1.37,0.3148528405,"SEDAN","3","F","C","3"
1.12,0.167008898,"SEDAN","3","M","A","4"
2.14,0.0410677618,"HBACK","1","F","A","2"
2.56,0.7885010267,"SEDAN","1","F","C","3"
3.62,0.9609856263,"UTE","1","M","D","5"
1.37,0.0711841205,"SEDAN","3","F","D","6"
1.09,0.9691991786,"SEDAN","4","F","B","5"
1.5,0.2737850787,"HBACK","1","F","B","2"
2.24,0.5338809035,"SEDAN","2","M","F","1"
1.29,0.9144421629,"SEDAN","3","M","E","6"
3.12,0.257357974,"SEDAN","1","F","B","3"
1.84,0.6160164271,"SEDAN","2","F","A","6"
1.61,0.0246406571,"SEDAN","3","F","C","5"
1.34,0.1615331964,"HBACK","2","F","C","2"
2.54,0.4462696783,"STNWG","3","M","E","3"
0.6,0.0821355236,"SEDAN","4","M","C","2"
0.78,0.9637234771,"HBACK","3","F","C","2"
3.05,0.5859000684,"STNWG","3","F","D","3"
1.64,0.4709103354,"SEDAN","2","F","B","5"
0.61,0.4052019165,"STNWG","4","M","C","4"
1.29,0.2874743326,"HBACK","3","F","C","1"
1.52,0.9801505818,"UTE","4","M","C","4"
3.46,0.4106776181,"STNWG","2","M","C","4"
1.3,0.9993155373,"STNWG","4","M","E","4"
0.92,0.6625598905,"HBACK","3","F","C","3"
1.71,0.4134154689,"SEDAN","4","F","C","4"
2.66,0.9993155373,"TRUCK","3","M","F","3"
1.99,0.5475701574,"SEDAN","2","M","B","5"
1.1,0.0657084189,"HBACK","3","F","F","4"
0.82,0.1560574949,"SEDAN","4","M","B","3"
2.234,0.8542094456,"SEDAN","1","M","C","2"
1.76,0.9883641342,"HBACK","2","F","B","2"
2.16,0.4818617385,"STNWG","3","M","A","2"
3.96,0.6652977413,"STNWG","1","F","C","3"
1.52,0.0492813142,"HDTOP","3","F","A","3"
2.83,0.8459958932,"STNWG","1","M","C","3"
0.57,0.7145790554,"PANVN","4","M","C","2"
1.4,0.4572210814,"STNWG","4","F","F","2"
3,0.3039014374,"STNWG","1","M","C","1"
1.27,0.038329911,"HBACK","1","F","C","4"
1.52,0.8678986995,"STNWG","4","F","F","4"
3.83,0.167008898,"STNWG","1","M","C","4"
1.6835,0.9993155373,"HBACK","1","F","B","4"
1.43,0.2628336756,"UTE","3","M","C","2"
1.09,0.1122518823,"SEDAN","3","F","D","3"
3.77,0.8405201916,"STNWG","2","M","C","3"
4.33,0.1149897331,"STNWG","1","F","B","5"
0.46,0.4161533196,"SEDAN","4","F","A","3"
2.76,0.772073922,"STNWG","1","M","E","3"
3.98,0.6844626968,"STNWG","2","M","F","4"
2.04,0.5776865161,"HBACK","1","F","D","1"
1.6143,0.6023271732,"HBACK","1","F","E","3"
1.45,0.3121149897,"SEDAN","3","M","A","4"
0.99,0.977412731,"STNWG","4","M","D","6"
1.17,0.0848733744,"SEDAN","3","F","B","6"
1,0.2819986311,"HBACK","3","M","C","3"
1.43,0.1341546886,"SEDAN","3","F","B","2"
2.22,0.848733744,"HDTOP","3","M","A","3"
1.21,0.9691991786,"SEDAN","3","F","C","3"
2.06,0.7501711157,"HBACK","3","F","C","5"
2.41,0.9089664613,"SEDAN","1","F","B","3"
2.59,0.925393566,"UTE","2","M","F","4"
3.42,0.6762491444,"STNWG","2","F","A","5"
0.85,0.0684462697,"SEDAN","4","M","A","3"
2.34,0.6516084873,"SEDAN","1","F","F","3"
1.62,0.5201916495,"SEDAN","2","M","C","3"
2.1,0.9691991786,"SEDAN","2","M","C","5"
3.21,0.9719370294,"STNWG","1","F","C","2"
3.79,0.8268309377,"HDTOP","2","F","E","2"
3.45,0.9609856263,"HDTOP","2","M","B","1"
0.95,0.2737850787,"HBACK","4","M","A","4"
0.22,0.8405201916,"UTE","4","F","A","3"
1.5,0.7885010267,"HBACK","1","F","E","1"
2.41,0.9555099247,"STNWG","3","M","B","2"
1.66,0.0136892539,"STNWG","4","M","C","3"
1.1,0.9199178645,"HBACK","2","M","C","1"
3.1,0.2135523614,"HBACK","2","M","C","3"
1.64,0.6406570842,"HBACK","3","F","A","5"
1.73,0.4298425736,"STNWG","3","M","F","2"
1.62,0.3175906913,"HBACK","1","F","D","1"
1.92,0.925393566,"HDTOP","4","M","B","4"
5.932,0.5968514716,"STNWG","1","F","B","1"
5.553,0.4462696783,"STNWG","1","F","F","5"
1.73,0.476386037,"STNWG","4","M","B","3"
1.65,0.7939767283,"STNWG","4","F","E","5"
1.06,0.0684462697,"HBACK","4","F","A","2"
1.17,0.6680355921,"HBACK","2","M","C","6"
0.44,0.8213552361,"UTE","4","F","B","4"
0.35,0.0246406571,"HBACK","4","F","A","5"
1.26,0.038329911,"UTE","3","M","D","5"
1.46,0.5119780972,"UTE","4","M","E","2"
1.51,0.6187542779,"UTE","3","F","E","4"
1.13,0.9828884326,"HBACK","3","F","D","5"
3.05,0.5667351129,"STNWG","2","M","D","3"
0.78,0.2518822724,"HBACK","3","M","B","5"
2.84,0.6543463381,"STNWG","1","F","A","4"
0.93,0.7775496235,"HBACK","3","F","B","4"
1.5,0.0876112252,"HBACK","2","M","C","1"
1.28,0.7145790554,"SEDAN","3","F","A","4"
1.55,0.386036961,"HBACK","3","F","B","4"
1.91,0.9801505818,"HBACK","3","F","E","3"
1.54,0.2518822724,"SEDAN","3","F","E","3"
1.36,0.2217659138,"SEDAN","2","M","E","4"
1.71,0.128678987,"HBACK","1","F","E","6"
1.97,0.9418206708,"SEDAN","2","M","B","5"
2.21,0.8952772074,"SEDAN","2","F","B","2"
1.77,0.8432580424,"STNWG","4","F","C","1"
0.59,0.4900752909,"SEDAN","4","F","A","6"
0.97,0.4216290212,"SEDAN","3","M","C","3"
1.89,0.9226557153,"SEDAN","3","F","C","2"
1.66,0.3778234086,"SEDAN","3","M","C","3"
0.72,0.7364818617,"HBACK","4","F","C","2"
4.58,0.2354551677,"STNWG","1","M","E","3"
0.76,0.8706365503,"PANVN","4","F","D","4"
1.36,0.9993155373,"HBACK","2","F","C","4"
3.78,0.7364818617,"SEDAN","3","F","D","5"
1.17,0.6844626968,"SEDAN","3","F","A","2"
4,0.848733744,"STNWG","3","F","F","4"
1.66,0.1067761807,"SEDAN","2","F","D","2"
1.88,0.7501711157,"PANVN","3","M","D","3"
2.69,0.900752909,"UTE","2","M","C","3"
1.18,0.8076659822,"HBACK","2","F","E","4"
1.55,0.7310061602,"HBACK","2","F","A","4"
0.83,0.553045859,"HBACK","4","M","C","2"
0.7,0.3696098563,"TRUCK","4","M","A","3"
1.42,0.8405201916,"SEDAN","3","M","C","4"
2.46,0.9883641342,"SEDAN","1","F","B","6"
1.99,0.8158795346,"HBACK","2","M","A","3"
1.61,0.3230663929,"HBACK","2","F","D","5"
1.15,0.8076659822,"STNWG","3","F","A","3"
2.56,0.6269678302,"SEDAN","2","M","B","5"
1.92,0.9062286105,"HDTOP","4","M","A","1"
1.3,0.5722108145,"HBACK","2","F","B","2"
2.39,0.4873374401,"SEDAN","4","M","B","4"
2.43,0.8076659822,"SEDAN","1","M","C","6"
0.54,0.0876112252,"HBACK","4","F","E","5"
1.37,0.5201916495,"HBACK","1","F","B","6"
1.86,0.2026009582,"SEDAN","2","F","C","2"
0.46,0.3641341547,"HBACK","4","F","A","6"
0.93,0.5722108145,"SEDAN","3","F","D","6"
0.44,0.295687885,"HBACK","4","M","E","3"
3.61,0.7337440109,"STNWG","2","M","F","4"
2.39,0.9746748802,"STNWG","3","M","B","3"
4.4,0.4188911704,"STNWG","2","M","A","6"
0.72,0.1615331964,"HBACK","4","F","B","6"
2.25,0.2683093771,"STNWG","3","F","A","4"
0.92,0.2135523614,"SEDAN","3","F","C","3"
1.41,0.3915126626,"HBACK","1","F","D","1"
1.38,0.9637234771,"UTE","3","F","C","3"
1.38,0.2737850787,"SEDAN","3","M","C","6"
0.78,0.4298425736,"STNWG","4","M","C","5"
0.7,0.59137577,"SEDAN","4","F","B","2"
1.23,0.772073922,"HBACK","2","F","C","4"
2.42,0.1889117043,"STNWG","4","M","B","2"
0.74,0.6214921287,"SEDAN","4","F","B","6"
1.34,0.4572210814,"SEDAN","3","F","C","3"
2.17,0.8268309377,"SEDAN","2","F","C","4"
0.71,0.9281314168,"SEDAN","4","F","A","4"
1.399,0.9993155373,"HBACK","1","F","B","5"
1.17,0.3066392882,"HBACK","2","F","B","1"
0.93,0.8186173853,"SEDAN","4","M","C","5"
1.18,0.8651608487,"UTE","4","M","B","2"
1.39,0.3394934976,"HBACK","3","F","B","4"
1.36,0.6707734428,"HBACK","3","F","F","3"
5.27,0.8651608487,"STNWG","1","M","F","3"
1.81,0.6023271732,"HBACK","2","F","C","2"
1.55,0.5037645448,"HBACK","1","F","C","5"
1.67,0.424366872,"STNWG","4","F","F","3"
0.91,0.5831622177,"HBACK","3","F","B","2"
3.1,0.3175906913,"STNWG","2","M","A","4"
1.38,0.2819986311,"HBACK","3","F","E","3"
1.6,0.2683093771,"HBACK","2","M","C","6"
3.26,0.7556468172,"STNWG","2","F","E","5"
1.83,0.5941136208,"SEDAN","1","F","C","5"
2.44,0.9938398357,"SEDAN","1","F","D","6"
1.05,0.3230663929,"SEDAN","3","F","A","5"
1.79,0.4818617385,"STNWG","4","F","B","2"
2.07,0.2819986311,"HDTOP","3","F","D","4"
0.34,0.5475701574,"HBACK","4","F","B","1"
1.23,0.0958247775,"HBACK","1","F","C","5"
0.66,0.0438056126,"STNWG","4","M","A","4"
2.66,0.2874743326,"STNWG","2","M","B","3"
1.81,0.9144421629,"SEDAN","2","M","B","6"
1.65,0.6926762491,"SEDAN","2","F","A","5"
0.75,0.2546201232,"SEDAN","4","M","C","3"
3.77,0.9609856263,"STNWG","2","F","F","6"
0.36,0.0246406571,"HBACK","4","F","E","5"
5.16,0.1752224504,"STNWG","1","M","B","1"
0.87,0.0547570157,"SEDAN","3","F","C","5"
1.3,0.5968514716,"UTE","2","M","C","5"
2.13,0.5968514716,"SEDAN","2","F","D","5"
0.89,0.7255304586,"SEDAN","4","M","C","2"
4.67,0.4572210814,"STNWG","1","F","F","3"
0.8,0.1916495551,"HBACK","3","F","D","3"
2.09,0.2819986311,"STNWG","3","M","F","3"
0.36,0.6570841889,"HBACK","4","F","E","3"
1.12,0.6461327858,"STNWG","4","M","A","3"
4,0.2026009582,"STNWG","3","F","B","5"
1.59,0.2162902122,"UTE","2","M","B","2"
3.25,0.2655715263,"STNWG","2","M","C","3"
1.12,0.0684462697,"SEDAN","4","F","D","1"
1.26,0.476386037,"HBACK","2","M","C","2"
3,0.4928131417,"SEDAN","1","F","A","4"
0.44,0.5475701574,"STNWG","4","M","C","3"
1.86,0.1067761807,"HBACK","2","F","B","3"
2.14,0.8076659822,"MIBUS","4","F","C","2"
1.95,0.9856262834,"SEDAN","1","F","B","5"
1.91,0.5475701574,"HDTOP","4","M","D","1"
2.61,0.7830253251,"STNWG","2","M","F","3"
3.38,0.5174537988,"STNWG","2","F","F","2"
2.15,0.7501711157,"SEDAN","2","F","C","3"
2.62,0.5886379192,"STNWG","2","F","A","5"
1.32,0.7008898015,"UTE","4","M","D","3"
2.74,0.9637234771,"STNWG","2","M","E","5"
2.77,0.9965776865,"STNWG","3","F","C","3"
1.8,0.1232032854,"STNWG","3","F","C","3"
3.75,0.9801505818,"SEDAN","1","F","C","5"
1.6835,0.6926762491,"HBACK","1","M","C","4"
1.39,0.8021902806,"HBACK","2","F","C","4"
1.35,0.0301163587,"TRUCK","3","M","C","2"
1.97,0.7748117728,"SEDAN","2","M","B","4"
1.5,0.0109514031,"SEDAN","2","M","C","1"
1.3,0.6543463381,"HBACK","1","M","E","5"
1.14,0.9117043121,"SEDAN","3","F","C","4"
0.3,0.6324435318,"SEDAN","4","F","C","3"
2.67,0.9336071184,"STNWG","2","F","B","5"
0.74,0.0821355236,"HBACK","3","F","F","5"
1.5,0.9746748802,"HDTOP","4","M","E","3"
1.4,0.2819986311,"HBACK","1","M","E","3"
1.13,0.3531827515,"SEDAN","3","M","A","3"
2.81,0.5256673511,"STNWG","1","F","D","4"
1.78,0.9281314168,"HBACK","2","F","C","3"
1.78,0.9445585216,"SEDAN","2","F","A","4"
0.29,0.9883641342,"HBACK","4","F","A","5"
1.32,0.424366872,"SEDAN","3","F","C","4"
1.51,0.9117043121,"HBACK","3","F","D","2"
1.06,0.6242299795,"SEDAN","3","F","B","5"
1.92,0.6762491444,"SEDAN","2","F","A","1"
1.17,0.6132785763,"HBACK","2","F","C","3"
3.74,0.5585215606,"STNWG","2","F","F","3"
2.34,0.9555099247,"TRUCK","3","M","D","4"
1.49,0.2217659138,"SEDAN","3","M","B","3"
2.83,0.9062286105,"STNWG","1","F","C","2"
1.16,0.3531827515,"SEDAN","3","F","A","3"
1.36,0.1752224504,"UTE","4","M","B","1"
1.35,0.4654346338,"SEDAN","3","F","B","1"
3.83,0.4462696783,"STNWG","2","M","F","2"
1.21,0.6379192334,"SEDAN","3","M","B","3"
1.31,0.2984257358,"STNWG","4","M","A","5"
0.41,0.2299794661,"HBACK","4","M","A","5"
1.73,0.9089664613,"SEDAN","2","M","D","3"
1.78,0.9637234771,"SEDAN","2","F","A","4"
2.17,0.4380561259,"STNWG","2","M","A","3"
0.75,0.6570841889,"SEDAN","4","F","B","4"
2.31,0.1587953457,"HBACK","1","M","A","5"
1.83,0.8131416838,"HBACK","1","F","A","6"
1.74,0.7529089665,"HBACK","2","F","E","4"
3.04,0.9993155373,"TRUCK","3","M","D","2"
2.32,0.772073922,"HBACK","1","F","A","4"
0.51,0.5448323066,"HBACK","4","F","C","2"
1.55,0.3641341547,"SEDAN","2","F","A","3"
1.81,0.6406570842,"HBACK","2","M","C","2"
1.63,0.3641341547,"HBACK","2","F","B","4"
5.71,0.9609856263,"STNWG","1","M","D","6"
1.68,0.8186173853,"HBACK","3","F","A","4"
3.22,0.9226557153,"SEDAN","1","M","B","5"
2.41,0.8624229979,"SEDAN","1","M","B","6"
1.5,0.0355920602,"MCARA","4","M","D","4"
0.72,0.4544832307,"HBACK","3","F","A","3"
1.31,0.2929500342,"SEDAN","4","M","A","4"
2.23,0.3148528405,"SEDAN","2","F","B","3"
1.67,0.0191649555,"SEDAN","1","F","C","4"
1.54,0.4599589322,"SEDAN","2","F","C","6"
0.22,0.3915126626,"HBACK","4","F","C","4"
4.56,0.5229295003,"STNWG","1","F","A","3"
0.59,0.3641341547,"SEDAN","4","F","A","4"
1.6835,0.9993155373,"HBACK","1","M","E","4"
0.93,0.9993155373,"HBACK","3","M","C","4"
0.71,0.7091033539,"HBACK","4","M","A","3"
0.38,0.7337440109,"HBACK","4","F","C","5"
1.52,0.7885010267,"SEDAN","3","M","B","3"
1.32,0.0821355236,"HBACK","1","F","A","2"
1.25,0.5229295003,"HDTOP","4","M","A","6"
4.6,0.1642710472,"TRUCK","1","M","F","2"
1.67,0.8815879535,"UTE","3","F","B","6"
2.66,0.3175906913,"STNWG","1","F","F","5"
1.62,0.9691991786,"SEDAN","2","F","C","2"
1.39,0.2135523614,"STNWG","3","M","E","5"
1.84,0.1752224504,"HBACK","2","F","C","1"
1.54,0.6735112936,"PANVN","3","M","C","1"
2.12,0.6488706365,"PANVN","2","F","D","2"
0.44,0.3942505133,"HBACK","4","M","B","6"
4.7,0.7227926078,"STNWG","1","M","C","4"
0.53,0.3805612594,"SEDAN","4","F","A","2"
1.87,0.1642710472,"HBACK","1","F","A","5"
1.36,0.6598220397,"SEDAN","2","F","A","4"
0.46,0.8815879535,"STNWG","4","F","A","4"
2.56,0.4380561259,"UTE","2","M","E","4"
1.68,0.2710472279,"HBACK","2","F","C","4"
3.56,0.8678986995,"STNWG","3","F","F","2"
2.31,0.5968514716,"SEDAN","2","M","A","5"
1.85,0.8459958932,"TRUCK","3","M","D","4"
0.98,0.2299794661,"SEDAN","3","M","B","4"
1.16,0.8459958932,"HBACK","4","M","C","3"
1.86,0.0739219713,"SEDAN","1","M","D","5"
1.96,0.8651608487,"STNWG","3","F","A","1"
0.65,0.3312799452,"COUPE","4","M","B","4"
0.39,0.3258042437,"HBACK","4","F","A","1"
0.39,0.1943874059,"TRUCK","4","M","D","5"
1.18,0.4490075291,"STNWG","4","M","A","1"
1.69,0.7446954141,"SEDAN","2","M","C","4"
0.6,0.6981519507,"SEDAN","4","F","C","4"
2.08,0.0684462697,"HBACK","3","F","C","4"
0.65,0.5065023956,"SEDAN","4","M","C","2"
3.14,0.6132785763,"STNWG","3","M","B","4"
2.13,0.1615331964,"STNWG","2","F","A","4"
1.2,0.8268309377,"UTE","4","M","B","5"
2.45,0.9801505818,"HBACK","2","M","C","4"
1.72,0.8952772074,"PANVN","3","M","C","3"
1.19,0.3778234086,"HBACK","4","M","C","4"
2.11,0.772073922,"STNWG","4","M","D","2"
1.28,0.93908282,"STNWG","4","F","D","3"
1.52,0.9199178645,"SEDAN","2","F","A","3"
1.37,0.1533196441,"SEDAN","3","M","C","1"
1.78,0.0109514031,"SEDAN","2","F","C","3"
2.54,0.9144421629,"TRUCK","3","M","D","2"
1.749,0.7446954141,"HBACK","1","F","C","2"
1.37,0.0793976728,"HBACK","1","M","A","5"
1.8,0.7310061602,"STNWG","4","F","E","3"
0.96,0.9527720739,"SEDAN","4","F","A","3"
0.85,0.9117043121,"SEDAN","4","F","A","6"
1.68,0.5037645448,"SEDAN","2","F","C","6"
1.29,0.5311430527,"SEDAN","3","M","B","4"
2.57,0.2491444216,"STNWG","3","M","D","5"
1.11,0.8706365503,"TRUCK","4","M","C","5"
1.88,0.5612594114,"HBACK","1","M","B","4"
0.85,0.7255304586,"HBACK","4","F","C","2"
6.51,0.1615331964,"STNWG","1","F","A","4"
2.51,0.076659822,"SEDAN","1","F","C","2"
1.15,0.5585215606,"SEDAN","3","F","B","5"
1.61,0.5557837098,"SEDAN","2","F","B","4"
1.53,0.2162902122,"SEDAN","2","F","B","4"
2.31,0.2272416153,"STNWG","2","F","E","4"
1.23,0.7556468172,"HBACK","4","F","C","2"
1.13,0.0438056126,"STNWG","4","M","C","1"
0.51,0.4325804244,"HBACK","4","F","B","1"
1.83,0.6078028747,"STNWG","3","M","E","5"
2.57,0.4517453799,"COUPE","2","F","A","6"
3.11,0.3121149897,"STNWG","1","M","C","3"
0.95,0.6954140999,"HBACK","3","F","C","4"
1.87,0.8843258042,"STNWG","4","M","E","3"
2.74,0.4079397673,"STNWG","1","M","E","4"
0.84,0.1040383299,"HBACK","3","M","A","3"
0.62,0.9089664613,"STNWG","4","M","C","6"
0.77,0.6324435318,"SEDAN","4","F","C","5"
0.84,0.6735112936,"HBACK","3","F","F","4"
1.99,0.6461327858,"HBACK","2","F","B","6"
0.94,0.2080766598,"SEDAN","3","F","F","4"
1.83,0.5749486653,"SEDAN","1","F","C","4"
4.73,0.7173169062,"STNWG","1","F","F","2"
1.5,0.6461327858,"HBACK","1","F","C","1"
1.17,0.4407939767,"SEDAN","4","F","C","3"
0.72,0.4818617385,"HBACK","3","F","A","4"
1.2,0.1423682409,"STNWG","4","M","C","3"
1.3,0.038329911,"HBACK","2","F","A","4"
1.02,0.8898015058,"SEDAN","3","M","A","3"
1.51,0.7419575633,"SEDAN","2","F","C","2"
1.51,0.128678987,"STNWG","4","F","A","2"
0.38,0.8049281314,"SEDAN","4","F","C","4"
3.94,0.7775496235,"STNWG","2","F","C","5"
1.32,0.848733744,"SEDAN","3","F","B","4"
1.78,0.7501711157,"STNWG","2","M","A","3"
0.85,0.2792607803,"HBACK","3","F","C","3"
2.19,0.3668720055,"TRUCK","4","M","C","2"
3.38,0.9664613279,"UTE","2","M","F","1"
1.56,0.1013004791,"HBACK","1","F","A","3"
3.15,0.4079397673,"STNWG","3","M","D","1"
2.81,0.5420944559,"SEDAN","1","M","C","2"
0.83,0.7145790554,"SEDAN","3","F","C","4"
1.399,0.9308692676,"HBACK","1","F","B","1"
0.9,0.4298425736,"STNWG","4","F","C","4"
0.85,0.2929500342,"HBACK","3","F","A","4"
1.36,0.848733744,"HBACK","2","F","A","3"
0.59,0.6516084873,"SEDAN","4","M","C","4"
2.2,0.7693360712,"STNWG","2","M","C","2"
2.29,0.5092402464,"SEDAN","1","F","C","4"
1.09,0.8323066393,"SEDAN","3","F","C","4"
1.57,0.0246406571,"STNWG","4","F","C","6"
1.57,0.4052019165,"HDTOP","3","F","B","3"
1.93,0.7748117728,"HBACK","2","M","A","4"
4.349,0.5995893224,"UTE","1","M","A","1"
0.46,0.1396303901,"HBACK","4","M","C","4"
0.71,0.9062286105,"SEDAN","4","M","D","3"
2.39,0.7885010267,"STNWG","4","M","C","3"
0.75,0.5667351129,"STNWG","4","F","C","3"
1.428,0.6954140999,"HBACK","1","M","C","4"
1.3,0.5503080082,"SEDAN","3","F","C","4"
1.54,0.0355920602,"MIBUS","4","F","E","5"
1.24,0.9637234771,"HBACK","2","F","C","2"
0.87,0.4544832307,"UTE","4","M","C","3"
3.04,0.925393566,"STNWG","3","M","D","3"
1.4,0.9281314168,"STNWG","3","M","A","1"
4.84,0.3148528405,"STNWG","1","F","D","4"
1.12,0.3696098563,"HBACK","3","M","D","4"
0.46,0.5722108145,"SEDAN","4","F","C","3"
0.6,0.6926762491,"UTE","4","M","A","5"
1.49,0.501026694,"SEDAN","3","F","B","4"
1.14,0.4134154689,"HBACK","2","F","C","2"
2.27,0.925393566,"MIBUS","3","F","C","4"
6.38,0.7501711157,"STNWG","1","F","D","5"
4.02,0.3066392882,"UTE","2","M","C","4"
2.52,0.2162902122,"STNWG","3","F","F","2"
1.64,0.0301163587,"SEDAN","2","M","D","5"
2.91,0.9993155373,"UTE","2","M","D","1"
1.25,0.6598220397,"STNWG","3","F","E","2"
0.49,0.9363449692,"HBACK","3","M","A","6"
3.32,0.2683093771,"STNWG","2","F","D","2"
1.77,0.6516084873,"SEDAN","3","F","A","5"
2.05,0.5722108145,"SEDAN","2","F","B","3"
0.79,0.4052019165,"HBACK","3","M","D","4"
1.92,0.424366872,"HBACK","1","F","A","4"
2.03,0.7693360712,"STNWG","3","F","C","3"
2.9,0.2710472279,"STNWG","2","F","A","6"
1.76,0.2518822724,"SEDAN","1","F","B","3"
1.98,0.7994524298,"STNWG","4","F","C","3"
0.92,0.5941136208,"HBACK","3","F","A","4"
1.63,0.372347707,"HBACK","2","F","C","1"
1.05,0.6078028747,"SEDAN","4","M","C","2"
1.11,0.6488706365,"HBACK","3","F","B","4"
4.03,0.1697467488,"STNWG","2","M","D","4"
1.8,0.7967145791,"UTE","4","M","F","3"
0.89,0.4216290212,"SEDAN","4","M","D","5"
3.11,0.514715948,"STNWG","3","M","E","2"
3.34,0.7939767283,"HBACK","2","F","E","4"
3.53,0.2245037645,"STNWG","2","M","F","2"
1.36,0.501026694,"UTE","4","M","D","3"
1.47,0.1834360027,"SEDAN","2","F","B","4"
2.61,0.6570841889,"UTE","3","M","F","1"
0.38,0.076659822,"HBACK","4","F","C","1"
1.9,0.2902121834,"STNWG","3","M","A","6"
1.55,0.3887748118,"SEDAN","2","M","E","3"
1.26,0.9418206708,"SEDAN","3","F","C","2"
1.33,0.9117043121,"HBACK","1","F","D","5"
1.95,0.3285420945,"SEDAN","2","F","E","2"
1.05,0.5968514716,"PANVN","4","M","A","3"
