KIDS,AGE,INCOME,HOMEVAL,MARSTATUS,GENDER,EDUCATION,TRAVTIME,CARUSE,CARTYPE,CLMFREQ,MVRPTS,CARAGE,CLAIMFLAG
0,52,88560,244028,Yes,M,Masters,14,Private,Minivan,0,4,17,No
0,45,52822,0,No,M,Masters,14,Private,Minivan,0,0,12,No
0,44,89627,0,No,M,Masters,14,Private,Minivan,0,0,17,No
1,43,94682,292145,Yes,M,Bachelors,15,Private,Minivan,0,0,11,No
1,45,38563,0,No,F,Masters,6,Private,SportsCar,0,0,11,Yes
0,21,1114,0,Yes,F,Lower,134,Private,SportsCar,0,3,4,No
0,36,72167,0,No,M,Bachelors,24,Commercial,Van,2,4,14,Yes
0,43,132108,0,No,M,PhD,11,Commercial,Van,1,4,17,No
0,35,35643,180709,Yes,F,HighSchool,21,Private,SUV,0,3,1,No
0,51,257228,588089,Yes,M,PhD,40,Private,Minivan,0,0,16,No
0,49,52485,0,No,M,Masters,40,Private,Van,0,3,18,Yes
0,45,0,0,No,F,Masters,23,Commercial,SportsCar,1,4,20,No
0,40,95405,0,No,M,Masters,34,Commercial,PanelTruck,0,3,14,No
0,49,15492,143129,Yes,F,Lower,39,Private,Pickup,0,2,8,No
0,45,3006,0,No,F,HighSchool,39,Commercial,Van,0,2,1,No
0,55,32880,197778,Yes,M,Lower,27,Commercial,Pickup,0,3,1,Yes
0,40,41477,185913,No,F,PhD,16,Private,Minivan,0,0,1,No
0,52,68098,216432,Yes,M,Bachelors,32,Private,Minivan,0,0,1,No
0,49,33303,0,Yes,F,HighSchool,33,Commercial,SUV,2,0,7,No
0,53,37172,195043,No,F,HighSchool,5,Commercial,SUV,0,1,1,No
1,41,53358,194664,No,M,HighSchool,30,Commercial,Minivan,0,0,6,No
0,58,100958,306198,Yes,M,PhD,20,Private,Minivan,0,1,14,No
0,51,16750,142254,Yes,M,Lower,28,Private,Pickup,0,0,1,No
0,39,36141,0,No,M,HighSchool,27,Commercial,Minivan,0,0,1,Yes
0,29,22819,145084,No,F,Bachelors,12,Private,SUV,2,1,10,No
0,46,120401,348157,Yes,M,Bachelors,29,Commercial,PanelTruck,2,2,10,Yes
0,44,91652,0,No,F,Masters,44,Private,SUV,1,0,17,No
0,39,0,82620,Yes,F,PhD,47,Private,SportsCar,4,5,12,No
0,48,106668,247751,Yes,M,Bachelors,29,Private,Van,0,0,9,Yes
0,50,168176,406315,Yes,M,PhD,42,Commercial,PanelTruck,0,0,16,No
2,37,159092,382687,Yes,M,Bachelors,29,Private,Minivan,3,0,8,No
0,51,80621,256152,Yes,F,HighSchool,27,Private,Van,0,0,1,No
0,44,0,0,Yes,F,HighSchool,77,Private,SUV,0,0,7,No
0,51,123217,370038,Yes,F,Masters,47,Private,Minivan,0,0,14,No
0,37,73941,265035,No,F,Bachelors,6,Private,SportsCar,3,4,10,Yes
0,36,66335,241407,Yes,F,HighSchool,19,Commercial,SUV,0,0,9,Yes
0,43,57018,233968,Yes,F,Bachelors,72,Commercial,SUV,0,2,14,No
0,64,93064,271134,Yes,M,PhD,32,Private,SUV,2,0,17,No
0,46,160642,406906,Yes,F,PhD,25,Commercial,Pickup,1,6,24,No
0,49,82536,238959,No,F,Masters,30,Private,SportsCar,1,2,7,Yes
0,40,79991,232559,Yes,F,HighSchool,29,Commercial,Van,0,0,10,No
0,39,81042,247600,Yes,M,Bachelors,39,Commercial,Van,1,4,9,Yes
0,56,220881,596021,No,F,PhD,29,Commercial,PanelTruck,0,2,1,No
0,49,1573,120732,Yes,M,Lower,49,Commercial,Pickup,0,3,5,No
1,39,82791,0,No,F,Bachelors,5,Commercial,Minivan,1,7,9,Yes
0,47,18896,106991,No,M,Bachelors,14,Commercial,Minivan,0,2,8,No
0,45,68958,190128,Yes,M,HighSchool,36,Private,Minivan,0,1,1,No
0,62,75381,243941,Yes,F,Masters,48,Private,SportsCar,0,3,15,No
0,27,60214,174522,Yes,F,Masters,20,Private,SUV,0,1,10,No
0,49,174329,417731,No,M,PhD,22,Commercial,PanelTruck,0,0,8,No
0,47,18304,99839,Yes,M,Lower,97,Private,Minivan,0,0,4,No
0,43,91449,257252,No,M,HighSchool,22,Commercial,Minivan,0,0,1,No
0,27,43083,138247,Yes,F,Lower,29,Commercial,Pickup,3,9,1,Yes
0,51,101212,0,No,M,Bachelors,43,Private,Minivan,0,0,12,No
1,40,137394,0,No,F,Masters,6,Private,Minivan,3,1,18,Yes
0,48,29295,147113,Yes,M,HighSchool,28,Private,Pickup,0,6,1,No
0,56,80719,262361,Yes,F,Bachelors,50,Private,SportsCar,4,3,13,No
0,35,110312,0,No,F,PhD,43,Private,Minivan,1,4,18,No
0,43,181818,412672,Yes,M,Bachelors,19,Private,Van,0,0,9,No
3,39,121626,306169,No,F,Bachelors,20,Private,SUV,0,1,11,No
1,39,159727,352003,Yes,M,Lower,31,Private,Minivan,2,2,1,No
0,38,73664,0,No,F,Bachelors,43,Commercial,SUV,0,1,13,No
0,47,76638,264483,Yes,M,HighSchool,41,Commercial,Minivan,1,4,7,No
0,55,35263,130757,Yes,F,HighSchool,27,Commercial,Pickup,0,0,1,Yes
2,41,24862,0,No,F,Bachelors,26,Private,SportsCar,4,2,10,Yes
0,53,10232,129979,Yes,F,Masters,33,Private,SUV,0,1,18,Yes
0,39,31348,148483,Yes,F,Masters,19,Private,Minivan,0,0,15,No
1,37,50822,161182,Yes,F,HighSchool,46,Private,SUV,0,0,1,No
1,45,111268,288071,Yes,F,Masters,46,Private,Van,2,2,10,Yes
0,42,880,0,Yes,F,HighSchool,43,Private,SportsCar,0,0,1,No
0,39,35366,166481,Yes,F,HighSchool,30,Private,SUV,0,0,9,No
0,52,0,0,Yes,F,HighSchool,62,Commercial,Minivan,2,3,9,Yes
0,52,40706,172715,Yes,M,HighSchool,5,Commercial,PanelTruck,0,0,1,No
0,40,133623,328267,Yes,M,PhD,40,Private,Minivan,0,1,1,No
1,56,88858,249331,Yes,F,PhD,20,Private,SUV,2,2,19,Yes
1,45,63952,196368,Yes,F,Masters,50,Private,SUV,2,0,13,No
0,28,68394,226146,Yes,M,Bachelors,30,Commercial,Minivan,2,8,8,Yes
0,36,76535,0,No,F,Bachelors,61,Private,Van,0,0,8,No
0,53,138550,398559,Yes,M,PhD,24,Private,Van,0,0,14,No
0,35,33621,173611,Yes,F,HighSchool,52,Private,Minivan,0,0,6,No
0,32,75512,0,No,F,HighSchool,8,Private,SUV,0,2,6,No
0,46,125610,329203,Yes,M,Masters,27,Private,Van,0,2,13,No
1,39,50891,194126,Yes,F,HighSchool,32,Private,SUV,0,5,6,No
0,49,56868,0,No,M,Bachelors,5,Private,Minivan,0,0,11,No
0,31,119331,363888,Yes,M,Bachelors,30,Commercial,PanelTruck,3,2,10,No
0,50,39245,185056,Yes,M,Masters,30,Private,Minivan,0,1,13,No
0,43,29767,154724,Yes,F,Lower,45,Private,SUV,0,1,7,No
2,42,57379,0,No,F,HighSchool,37,Commercial,SportsCar,0,2,1,Yes
0,44,139330,316900,No,F,HighSchool,35,Commercial,SportsCar,0,0,1,No
0,50,116061,329334,Yes,F,Bachelors,25,Commercial,Pickup,0,0,7,No
1,37,66175,214792,No,F,Lower,51,Private,SUV,0,4,1,Yes
0,49,176866,0,No,M,Masters,69,Commercial,Pickup,0,0,16,No
0,44,48088,131782,Yes,F,HighSchool,31,Commercial,Minivan,2,2,6,No
0,51,0,129459,Yes,F,HighSchool,39,Private,SportsCar,1,8,6,No
0,53,113918,0,No,M,Masters,37,Private,Pickup,0,1,19,No
1,39,10666,0,Yes,F,HighSchool,10,Private,SUV,0,2,6,Yes
0,57,51343,175607,Yes,F,Bachelors,22,Private,SUV,1,4,11,Yes
0,38,20449,143283,Yes,M,HighSchool,8,Private,Van,0,1,1,No
0,42,44614,210753,Yes,F,HighSchool,64,Private,SUV,0,6,11,Yes
0,50,0,0,No,F,HighSchool,37,Private,SportsCar,0,0,1,Yes
0,41,24660,147588,Yes,M,HighSchool,25,Commercial,Van,1,0,1,Yes
0,33,6503,76221,Yes,M,Lower,25,Private,Minivan,0,2,1,No
0,41,185205,480262,No,M,Bachelors,47,Commercial,Pickup,0,0,12,No
0,41,51765,195292,No,F,HighSchool,40,Private,SUV,1,5,1,No
0,46,61552,201807,Yes,M,Bachelors,40,Commercial,Pickup,2,4,13,No
0,47,189392,453142,Yes,M,PhD,51,Private,SUV,0,0,11,No
0,50,134293,351880,Yes,M,Masters,43,Private,Minivan,0,0,23,No
0,53,47793,199133,No,F,HighSchool,29,Private,SportsCar,0,0,8,Yes
0,55,62781,242381,Yes,F,Bachelors,16,Private,Minivan,0,2,15,No
0,60,0,108148,Yes,F,Lower,30,Private,SUV,1,4,1,Yes
0,52,23406,175922,No,M,Lower,25,Private,Pickup,0,0,8,No
0,31,41196,180045,Yes,F,HighSchool,39,Commercial,Minivan,2,4,1,Yes
0,45,0,106859,Yes,F,Lower,48,Private,SUV,0,3,5,Yes
0,51,40862,0,No,M,Bachelors,14,Commercial,PanelTruck,3,4,11,No
0,64,12291,119621,Yes,M,Lower,33,Private,SUV,2,2,3,Yes
0,31,56782,192337,Yes,M,Bachelors,29,Private,Pickup,2,2,1,No
0,49,34390,0,No,F,Bachelors,31,Commercial,SportsCar,4,4,9,Yes
0,67,56946,246083,Yes,M,Masters,47,Private,Minivan,0,0,20,Yes
0,42,91845,261848,Yes,F,Masters,41,Private,SUV,0,0,19,No
1,45,0,0,Yes,M,HighSchool,22,Commercial,Pickup,0,0,8,No
0,38,136645,0,No,F,Masters,56,Private,Minivan,0,0,10,No
0,49,57070,135174,Yes,M,HighSchool,44,Private,Minivan,0,3,7,No
0,50,62830,239936,Yes,M,Masters,39,Private,Minivan,0,0,10,No
0,29,0,0,No,F,HighSchool,40,Commercial,SUV,2,2,1,Yes
0,47,38760,215332,No,F,Bachelors,17,Commercial,Pickup,0,1,12,No
0,31,82762,267537,Yes,F,Bachelors,35,Private,Minivan,0,0,4,Yes
0,59,82231,270288,Yes,F,HighSchool,58,Private,SUV,2,4,1,No
0,53,55890,0,No,F,Masters,43,Private,SUV,1,4,19,No
0,46,0,0,No,F,HighSchool,35,Private,SUV,0,0,1,Yes
0,47,101231,0,No,F,PhD,38,Private,SUV,1,4,11,No
2,61,48734,207509,Yes,F,HighSchool,49,Commercial,SportsCar,0,5,1,No
0,47,77537,227804,Yes,M,Masters,47,Commercial,Pickup,0,1,15,No
0,49,29844,179613,Yes,F,HighSchool,47,Private,Minivan,0,0,8,No
0,46,59838,192061,Yes,M,Masters,58,Private,Pickup,1,4,12,No
1,37,107961,333680,Yes,M,Bachelors,44,Commercial,Van,1,10,7,Yes
0,51,0,93915,Yes,F,HighSchool,38,Private,SUV,0,4,1,No
0,30,61164,196346,Yes,F,HighSchool,47,Private,SUV,0,0,10,No
0,42,69780,223784,Yes,F,Masters,32,Private,SUV,2,3,19,No
0,49,95637,277837,Yes,M,HighSchool,9,Commercial,Minivan,0,1,1,No
2,41,11233,140788,Yes,F,Bachelors,53,Private,SUV,2,4,18,Yes
0,48,20887,159568,Yes,M,Lower,15,Commercial,PanelTruck,3,0,6,No
0,55,130162,356853,No,F,Bachelors,17,Commercial,PanelTruck,0,2,7,No
0,48,38896,214165,Yes,M,Lower,75,Private,Pickup,0,1,1,No
0,56,184068,0,No,M,PhD,31,Private,Minivan,0,2,13,No
0,35,67298,182676,Yes,F,Masters,24,Commercial,Pickup,0,1,10,No
0,30,175172,403714,No,F,Bachelors,38,Private,Pickup,2,0,1,No
0,52,96339,321111,Yes,M,Bachelors,20,Private,Minivan,0,1,12,No
0,49,0,124751,No,F,Bachelors,63,Private,SUV,2,2,12,No
0,55,107264,0,No,M,Masters,56,Commercial,Pickup,2,6,13,No
2,44,142551,391566,No,F,Masters,16,Private,SportsCar,1,8,18,No
0,41,2346,0,No,F,Lower,13,Private,SportsCar,2,0,6,No
0,43,19012,166396,Yes,F,Lower,69,Private,SportsCar,0,0,1,No
0,53,59445,225151,Yes,F,Masters,25,Private,SUV,1,0,12,No
1,42,55805,237874,Yes,M,HighSchool,47,Commercial,Pickup,0,1,8,No
0,49,71512,0,No,F,Masters,27,Private,SportsCar,0,0,18,No
0,35,0,0,No,M,HighSchool,13,Private,Minivan,2,6,1,No
0,42,34810,0,No,M,HighSchool,20,Commercial,Pickup,0,1,11,No
0,39,28924,140957,Yes,M,Lower,26,Commercial,PanelTruck,0,1,6,Yes
0,42,71779,187108,Yes,F,PhD,5,Private,SUV,0,0,12,Yes
0,40,16989,0,No,M,Lower,20,Commercial,Pickup,1,13,6,Yes
0,58,109878,298537,Yes,M,PhD,28,Commercial,Van,0,1,15,No
0,53,168419,0,No,M,PhD,17,Private,Minivan,0,0,15,Yes
0,49,24840,158850,Yes,F,HighSchool,24,Private,SUV,0,1,8,No
0,48,144922,0,No,M,Masters,31,Commercial,PanelTruck,0,0,20,Yes
0,26,0,50964,Yes,F,Bachelors,42,Private,SUV,2,6,8,Yes
0,43,35293,0,No,F,Lower,28,Private,SUV,0,0,1,No
0,35,77556,0,No,M,Bachelors,18,Commercial,PanelTruck,2,0,7,Yes
0,54,94995,301004,Yes,F,PhD,42,Commercial,Minivan,1,6,10,No
0,54,21866,163729,Yes,F,HighSchool,47,Private,Minivan,1,1,10,Yes
0,51,95659,296768,Yes,M,PhD,29,Private,Minivan,0,1,13,No
0,41,0,0,Yes,F,Bachelors,40,Commercial,SUV,0,0,5,No
0,42,24865,152293,Yes,F,Lower,35,Private,SUV,1,4,7,Yes
1,43,2599,0,No,M,Bachelors,38,Private,Minivan,0,0,5,No
0,52,72500,273022,Yes,F,HighSchool,5,Private,SUV,1,7,1,No
0,39,9968,0,No,F,Bachelors,44,Private,SUV,0,4,10,Yes
0,54,32690,0,No,F,Lower,29,Private,SUV,0,0,1,No
2,42,28916,115937,Yes,F,Lower,43,Private,SportsCar,1,4,7,Yes
0,49,41483,171754,Yes,M,PhD,49,Private,Minivan,1,5,20,No
0,26,24722,0,No,F,Lower,31,Private,SUV,2,10,4,Yes
0,33,70408,190139,Yes,F,Bachelors,31,Commercial,SportsCar,0,1,9,No
1,45,89161,317592,Yes,F,Bachelors,25,Private,SUV,0,1,9,No
0,36,16034,0,No,F,Lower,42,Private,SUV,1,1,1,Yes
0,52,78322,0,No,F,Bachelors,20,Private,Minivan,0,1,13,No
0,40,17107,154357,No,F,HighSchool,7,Private,Pickup,2,4,6,No
0,49,114679,342865,Yes,M,Bachelors,55,Private,Minivan,0,2,11,No
0,30,118112,339955,Yes,F,Bachelors,58,Commercial,Minivan,0,1,12,No
0,41,98960,283545,No,M,Bachelors,32,Commercial,Pickup,0,0,13,No
0,55,124833,400395,Yes,M,Masters,40,Private,Minivan,0,0,19,No
0,49,105277,294480,Yes,F,Bachelors,30,Private,Van,0,0,1,Yes
0,41,39645,150503,Yes,F,HighSchool,48,Private,SportsCar,0,0,5,Yes
0,53,22395,177678,Yes,F,Lower,47,Private,SportsCar,0,0,1,Yes
0,52,229365,531301,Yes,M,PhD,25,Private,Minivan,0,1,16,No
0,62,67112,238759,Yes,F,Bachelors,32,Private,SportsCar,1,7,1,Yes
0,38,50688,238411,Yes,F,Lower,33,Private,SUV,3,3,3,No
0,34,51497,219049,Yes,F,Bachelors,51,Private,SUV,0,0,14,No
0,48,55962,0,No,M,Bachelors,21,Private,Pickup,0,1,9,No
0,40,92951,280562,Yes,M,HighSchool,25,Commercial,Pickup,0,0,10,Yes
0,49,89659,0,No,M,Bachelors,31,Private,Minivan,2,1,13,No
0,53,8712,139250,Yes,F,Masters,39,Private,SUV,0,0,10,No
0,54,53908,187804,Yes,M,HighSchool,46,Private,Van,0,0,1,No
0,48,57973,231145,No,M,Masters,26,Commercial,Pickup,3,6,15,No
0,45,125058,0,No,M,PhD,33,Commercial,Van,0,0,8,Yes
0,34,8903,0,No,F,HighSchool,28,Private,Van,0,0,8,No
0,52,55766,239175,Yes,M,Bachelors,18,Commercial,PanelTruck,1,2,1,No
0,31,48317,133939,Yes,F,HighSchool,41,Private,SUV,0,0,1,Yes
2,37,41786,168932,Yes,M,Bachelors,5,Private,Minivan,0,0,8,No
2,41,9991,0,No,F,HighSchool,27,Commercial,SUV,0,0,9,No
0,61,62185,0,No,M,PhD,40,Commercial,PanelTruck,3,0,11,Yes
0,39,84464,266846,Yes,M,Bachelors,44,Private,Minivan,0,0,11,No
0,56,70341,248361,Yes,M,PhD,26,Commercial,PanelTruck,0,0,15,No
0,46,88632,258636,Yes,F,HighSchool,34,Commercial,SportsCar,3,2,9,Yes
0,47,70241,190629,Yes,M,Bachelors,52,Private,Minivan,0,0,6,No
0,36,41674,0,No,F,HighSchool,19,Commercial,SUV,0,0,10,Yes
0,58,0,0,No,M,HighSchool,51,Private,Minivan,4,9,1,Yes
0,34,29707,133725,Yes,M,Masters,24,Commercial,Pickup,3,4,18,Yes
0,40,43072,120442,Yes,M,HighSchool,38,Private,Minivan,0,0,1,No
0,54,35167,176773,Yes,F,HighSchool,31,Private,SUV,1,0,5,No
0,45,52108,197222,Yes,M,Lower,42,Private,Minivan,0,0,7,Yes
0,35,114506,293583,No,F,PhD,54,Private,Minivan,2,2,16,Yes
0,48,138905,387272,Yes,M,Masters,14,Commercial,PanelTruck,0,0,13,No
1,41,6232,0,Yes,F,HighSchool,40,Private,SportsCar,1,1,1,Yes
0,34,113195,296393,No,F,PhD,57,Private,SportsCar,0,0,16,Yes
0,57,92106,0,No,F,Bachelors,46,Private,Minivan,0,1,7,No
0,45,4430,88615,Yes,F,HighSchool,45,Private,SUV,0,1,10,No
0,26,0,51796,No,F,Lower,22,Private,SUV,0,0,1,No
0,39,36330,0,No,F,HighSchool,47,Private,SportsCar,1,3,1,Yes
0,55,86663,0,No,F,Bachelors,6,Private,SUV,0,0,5,No
2,42,69465,200108,Yes,M,Bachelors,35,Commercial,Minivan,0,0,6,No
0,29,62116,0,No,F,Bachelors,11,Commercial,SUV,3,1,6,No
1,40,51401,179590,No,M,Bachelors,15,Commercial,Pickup,0,0,6,No
0,40,114853,326499,Yes,F,PhD,16,Private,SUV,0,2,7,No
0,39,140469,351523,Yes,F,Bachelors,8,Private,Pickup,0,0,13,No
0,49,0,0,No,F,Bachelors,16,Commercial,Pickup,3,2,9,Yes
0,30,40889,147629,Yes,F,HighSchool,28,Private,Minivan,0,0,1,No
0,46,88359,267679,Yes,F,Masters,25,Private,Minivan,0,0,1,No
0,51,36202,164228,Yes,M,HighSchool,25,Commercial,Minivan,1,5,6,No
3,43,0,0,Yes,M,HighSchool,28,Private,Pickup,0,3,1,Yes
0,47,32916,0,No,M,Lower,34,Private,Pickup,0,0,1,No
0,36,0,0,Yes,M,Bachelors,30,Private,Pickup,0,0,7,No
0,48,0,0,Yes,M,Bachelors,45,Commercial,Pickup,0,0,7,No
1,40,138736,0,No,M,Bachelors,20,Private,Van,2,7,14,No
0,31,23533,115964,No,M,Lower,57,Commercial,Pickup,3,4,7,No
0,61,59563,233352,Yes,M,Bachelors,18,Private,SUV,2,0,11,Yes
0,34,101095,307596,Yes,M,Lower,32,Private,Van,0,2,5,No
0,57,95811,0,No,M,Masters,29,Commercial,Van,0,2,17,Yes
0,56,52130,176831,Yes,F,HighSchool,23,Commercial,SUV,2,3,4,No
0,33,66604,0,No,F,Masters,29,Private,SUV,2,3,10,Yes
0,53,27045,161922,Yes,M,Bachelors,54,Commercial,Pickup,3,4,7,Yes
0,58,20473,0,No,F,Bachelors,52,Private,Minivan,0,0,8,No
0,54,89674,261646,Yes,M,Masters,55,Private,Minivan,0,0,1,No
1,36,32474,108745,Yes,M,HighSchool,59,Private,Pickup,0,0,1,Yes
0,46,39075,170744,Yes,F,Masters,8,Private,Minivan,0,3,18,No
0,50,77950,241690,No,M,PhD,5,Private,Van,1,4,19,No
1,39,54298,217992,Yes,F,Bachelors,21,Private,Minivan,0,0,9,No
0,39,31869,0,No,F,HighSchool,5,Private,SUV,1,4,7,No
0,56,36935,195331,No,M,Lower,12,Commercial,PanelTruck,1,0,7,No
0,36,57148,0,No,F,Bachelors,57,Private,SportsCar,0,2,10,No
0,57,55119,232678,Yes,M,Masters,29,Private,Minivan,0,2,14,No
0,55,110140,318086,Yes,M,Bachelors,57,Commercial,PanelTruck,0,2,15,No
0,52,52000,0,No,M,PhD,19,Private,Minivan,4,2,15,No
0,36,48741,210875,Yes,F,HighSchool,48,Private,SUV,0,0,1,No
0,34,165026,413525,Yes,F,Masters,29,Private,Minivan,0,0,17,No
0,43,132561,314433,No,M,Masters,8,Commercial,PanelTruck,1,0,1,No
0,48,0,0,No,M,HighSchool,54,Commercial,Pickup,2,6,9,No
0,61,28390,171805,Yes,M,HighSchool,43,Commercial,SUV,0,2,11,Yes
1,37,79665,222382,Yes,M,Masters,34,Private,Minivan,2,6,14,No
0,40,37076,0,No,F,Lower,42,Private,Minivan,0,1,1,No
0,54,88668,316419,Yes,F,PhD,63,Private,Minivan,2,1,14,Yes
0,39,55799,187099,Yes,F,Lower,19,Private,SUV,0,0,5,No
0,51,57775,216780,Yes,M,Bachelors,46,Commercial,Pickup,0,1,11,No
0,43,24748,135512,Yes,M,Lower,44,Private,Minivan,0,0,5,No
0,50,62069,227214,Yes,M,Bachelors,30,Private,Minivan,0,0,6,No
0,45,37417,140449,Yes,F,HighSchool,51,Private,SportsCar,0,0,1,No
0,40,29499,129021,No,F,HighSchool,23,Private,SportsCar,1,3,1,No
0,62,70230,261855,Yes,M,Bachelors,26,Private,Minivan,0,0,5,No
0,46,137285,0,No,M,Masters,33,Commercial,Van,1,0,11,No
0,55,70839,0,No,M,Bachelors,8,Commercial,PanelTruck,0,1,11,Yes
0,44,64617,0,No,F,HighSchool,46,Commercial,SUV,0,0,1,No
0,57,130831,365792,Yes,F,PhD,24,Private,SUV,0,0,12,No
0,37,53059,220548,Yes,M,Bachelors,38,Commercial,Van,0,0,16,No
0,46,66067,194092,Yes,F,Bachelors,35,Private,Minivan,2,0,10,No
0,32,38500,0,No,F,Bachelors,12,Private,SUV,0,0,1,No
2,42,0,0,No,F,Lower,60,Private,SUV,1,7,1,No
0,50,118843,297866,Yes,F,Masters,30,Private,SportsCar,0,1,15,No
0,52,95892,274044,Yes,F,Bachelors,21,Private,Pickup,0,1,9,No
0,45,0,77453,No,F,Masters,24,Private,Minivan,0,0,15,Yes
0,36,25282,0,No,F,HighSchool,38,Private,SUV,0,0,1,No
0,43,23157,115249,Yes,M,HighSchool,27,Private,Minivan,0,0,1,No
0,42,107562,281386,Yes,F,Bachelors,36,Private,SUV,2,4,15,No
0,41,92185,289370,Yes,M,HighSchool,24,Private,Minivan,0,0,10,Yes
0,40,21104,106870,Yes,F,Lower,29,Private,SUV,0,0,1,No
0,47,96111,288719,Yes,M,PhD,26,Private,Minivan,0,1,12,No
0,27,32428,0,No,M,Lower,40,Private,Minivan,4,5,6,No
0,31,77624,0,No,F,PhD,15,Commercial,Pickup,0,1,8,No
0,37,16071,120881,No,F,HighSchool,47,Private,SUV,1,6,1,No
0,48,129215,323491,Yes,M,Masters,23,Commercial,PanelTruck,0,0,12,No
0,48,82236,0,No,F,Masters,36,Private,SUV,0,0,14,No
0,48,53412,160356,Yes,M,HighSchool,37,Commercial,Pickup,0,0,1,No
0,48,56932,225092,Yes,F,Bachelors,13,Private,SportsCar,0,0,1,No
0,36,0,75650,Yes,F,HighSchool,34,Private,Minivan,0,5,10,No
0,46,40264,116913,Yes,F,Masters,5,Private,Minivan,0,0,10,No
0,36,27693,130324,Yes,F,Lower,37,Private,SportsCar,1,4,7,No
0,27,123062,0,No,M,Masters,25,Private,Minivan,3,2,19,No
0,56,104029,296366,Yes,F,Masters,34,Private,SUV,0,2,11,No
0,41,239084,538702,Yes,F,PhD,29,Private,Van,0,2,17,No
0,63,0,111129,Yes,F,PhD,33,Private,SUV,0,0,15,Yes
1,44,119998,331683,Yes,M,PhD,34,Commercial,Pickup,0,2,11,Yes
0,53,61486,0,No,M,Bachelors,32,Commercial,PanelTruck,3,0,10,Yes
0,28,21970,0,No,M,Lower,60,Private,Pickup,3,3,6,Yes
0,49,28592,183206,Yes,M,Lower,31,Commercial,Pickup,3,6,1,Yes
0,36,82109,267268,No,F,PhD,18,Private,SUV,2,0,14,No
0,47,40430,0,No,F,Masters,45,Private,Minivan,2,1,16,No
0,31,41855,197553,Yes,F,HighSchool,24,Private,SUV,0,0,1,Yes
0,46,21534,90467,No,F,Lower,27,Private,SUV,1,3,1,Yes
0,72,56313,249478,Yes,M,Masters,20,Private,SUV,2,7,20,Yes
0,37,97671,257408,Yes,M,Bachelors,49,Commercial,PanelTruck,1,5,7,No
0,32,62615,184803,Yes,M,Masters,18,Commercial,PanelTruck,2,4,14,Yes
0,45,135768,347575,Yes,M,Masters,22,Commercial,Van,2,6,15,Yes
0,42,75013,237750,No,F,Masters,25,Private,SUV,1,0,9,Yes
0,48,90044,0,No,F,Bachelors,79,Commercial,SUV,1,0,16,Yes
0,43,52642,209970,Yes,F,Masters,36,Private,Minivan,0,0,1,No
0,38,23636,98166,No,M,HighSchool,6,Commercial,Pickup,0,0,1,Yes
0,56,102385,254408,Yes,F,Bachelors,51,Private,Minivan,0,1,10,No
0,49,172229,388586,Yes,M,PhD,17,Private,Van,0,0,8,No
0,54,0,0,No,M,HighSchool,28,Commercial,Minivan,3,7,7,Yes
0,55,0,0,No,M,Lower,33,Private,Pickup,0,0,1,No
0,63,73121,259648,Yes,M,Masters,14,Private,SUV,0,0,17,Yes
0,45,0,0,No,M,HighSchool,36,Commercial,PanelTruck,0,2,8,No
0,51,50173,186074,Yes,F,HighSchool,22,Private,SUV,0,0,1,No
0,58,71101,266848,Yes,M,Lower,40,Private,Minivan,2,6,5,Yes
0,45,11261,151509,Yes,M,Masters,26,Private,Minivan,0,0,18,No
0,51,97713,296752,No,M,Bachelors,29,Private,Van,0,2,9,No
0,55,54877,0,No,M,Bachelors,37,Commercial,PanelTruck,0,0,8,Yes
0,51,38668,0,No,M,Bachelors,49,Private,Minivan,3,2,7,Yes
2,41,0,68777,Yes,F,HighSchool,43,Private,SUV,0,0,8,No
0,48,67876,242138,Yes,F,HighSchool,31,Commercial,SUV,3,3,1,Yes
0,40,0,0,No,F,HighSchool,40,Commercial,SUV,0,5,13,Yes
0,33,28403,101889,Yes,F,Lower,53,Private,SUV,3,12,1,No
0,44,57857,0,No,F,Bachelors,23,Private,SUV,0,0,7,No
0,57,54028,202278,Yes,F,HighSchool,28,Private,Minivan,1,1,1,Yes
2,38,29699,136999,Yes,F,HighSchool,57,Private,Minivan,0,0,10,No
0,34,102728,310619,No,M,Bachelors,22,Private,Pickup,3,2,7,No
0,53,79834,253064,Yes,F,Bachelors,44,Commercial,Minivan,1,4,12,No
0,49,62975,208369,No,F,Bachelors,24,Private,Pickup,0,0,3,No
0,53,20683,151996,No,F,Bachelors,5,Private,SUV,1,7,12,No
0,60,83639,268714,No,F,PhD,40,Private,SportsCar,1,3,17,No
0,20,38681,0,No,F,Bachelors,64,Private,SUV,1,10,10,Yes
1,45,90479,250111,Yes,M,Masters,30,Commercial,PanelTruck,0,0,1,Yes
0,50,28299,183581,Yes,F,Bachelors,40,Private,SportsCar,0,0,11,No
0,38,34734,138910,Yes,M,Bachelors,38,Commercial,Pickup,0,4,14,No
0,43,72894,0,No,M,Lower,55,Private,Pickup,2,3,4,Yes
0,45,55239,0,No,M,Masters,50,Private,Minivan,0,3,17,No
0,40,164807,0,No,M,PhD,22,Private,Pickup,0,0,17,No
0,52,59233,222590,Yes,M,Bachelors,56,Private,Van,3,5,9,No
0,41,92842,286113,No,M,Masters,12,Commercial,PanelTruck,2,5,15,No
0,45,115540,336608,No,F,Bachelors,21,Commercial,SUV,0,0,9,No
0,39,0,0,Yes,F,Lower,32,Private,SUV,0,1,1,No
