"veh_value","exposure","clm","veh_body","veh_age","gender","area","agecat"
2.93,0.3942505133,"1","STNWG","3","F","C","4"
1.75,0.0711841205,"1","SEDAN","3","F","B","6"
1.95,0.7337440109,"0","STNWG","3","M","A","4"
1.74,0.8021902806,"1","SEDAN","2","F","A","3"
1.53,0.6023271732,"0","STNWG","4","M","C","4"
1.66,0.8186173853,"1","SEDAN","2","M","B","4"
2.39,0.810403833,"0","SEDAN","2","M","D","2"
3.2,0.2683093771,"0","UTE","2","F","B","3"
1.43,0.9691991786,"1","COUPE","4","M","B","6"
3.94,0.3613963039,"1","STNWG","2","M","D","3"
3.21,0.3148528405,"0","STNWG","1","F","C","4"
2.71,0.0410677618,"0","STNWG","1","F","A","3"
2.9,0.8514715948,"0","STNWG","3","M","C","1"
1.79,0.3586584531,"0","HBACK","2","M","A","5"
2.62,0.4079397673,"0","STNWG","3","M","E","4"
0.4,0.6652977413,"1","SEDAN","4","M","B","3"
1.6835,0.7008898015,"1","HBACK","1","F","B","6"
0.87,0.6023271732,"1","HBACK","3","F","A","1"
0.86,0.334017796,"0","SEDAN","3","M","B","5"
0.44,0.3696098563,"0","SEDAN","4","F","A","2"
1.33,0.6680355921,"1","TRUCK","2","M","C","2"
0.83,0.3011635866,"1","STNWG","4","M","C","4"
1.33,0.7693360712,"0","UTE","4","F","E","3"
0.82,0.4517453799,"1","HBACK","3","M","D","3"
1.68,0.8925393566,"1","SEDAN","2","F","C","4"
4.74,0.6872005476,"1","STNWG","1","M","C","2"
1.69,0.0711841205,"0","SEDAN","2","F","B","2"
2.95,0.9938398357,"1","STNWG","3","F","A","3"
1.19,0.1834360027,"0","UTE","4","M","E","4"
0.53,0.5776865161,"1","HBACK","4","M","C","6"
0.66,0.3066392882,"0","HBACK","4","M","A","1"
3.3,0.8323066393,"1","STNWG","2","M","E","5"
2.05,0.7775496235,"1","TRUCK","3","F","D","2"
1.67,0.5448323066,"0","STNWG","4","F","A","2"
0.58,0.5503080082,"1","SEDAN","4","F","C","5"
1.46,0.8706365503,"1","HBACK","2","M","B","4"
2.06,0.3668720055,"1","STNWG","4","M","B","6"
0.54,0.3641341547,"0","HBACK","4","F","A","1"
2.27,0.2984257358,"1","SEDAN","1","M","A","2"
1.11,0.7802874743,"0","COUPE","4","M","A","3"
3.58,0.9993155373,"0","STNWG","3","M","A","4"
0.77,0.1396303901,"0","SEDAN","4","F","C","6"
2.63,0.8569472964,"0","STNWG","3","F","D","3"
1.74,0.9199178645,"1","SEDAN","2","F","A","3"
1.44,0.4818617385,"1","SEDAN","2","F","B","2"
0.68,0.5475701574,"0","HBACK","4","F","B","1"
0.88,0.3559206023,"0","SEDAN","3","F","C","2"
1.99,0.3285420945,"0","STNWG","3","M","D","4"
0.52,0.7063655031,"1","SEDAN","4","M","C","5"
1.37,0.0109514031,"0","HDTOP","4","F","C","3"
1.78,0.7939767283,"0","HBACK","2","M","C","2"
2.11,0.887063655,"1","UTE","3","M","D","2"
1.77,0.9144421629,"0","STNWG","4","M","E","2"
2.06,0.5256673511,"1","SEDAN","3","M","C","4"
1.05,0.6789869952,"1","SEDAN","4","M","B","2"
1.37,0.7091033539,"1","HBACK","2","F","C","1"
2.5,0.2245037645,"1","STNWG","2","F","C","3"
1.45,0.3778234086,"1","UTE","3","M","B","4"
1.51,0.7501711157,"1","SEDAN","3","F","C","5"
1.52,0.5694729637,"1","STNWG","4","M","F","4"
1.13,0.2600958248,"0","SEDAN","3","F","B","3"
1.36,0.6023271732,"0","HBACK","2","F","A","1"
1.22,0.7830253251,"0","STNWG","3","F","C","2"
0.8,0.7173169062,"1","HBACK","3","M","C","3"
2.52,0.9062286105,"0","SEDAN","3","M","B","5"
0.66,0.6899383984,"0","HBACK","4","F","B","3"
4.19,0.5968514716,"1","STNWG","2","M","A","4"
2.05,0.6242299795,"1","HBACK","1","M","A","1"
1.64,0.8131416838,"0","HBACK","2","F","A","4"
1.33,0.9582477755,"1","HBACK","1","F","C","4"
1.41,0.9993155373,"1","SEDAN","2","F","C","5"
1.77,0.8049281314,"0","SEDAN","2","F","A","4"
2.93,0.514715948,"0","COUPE","1","F","C","2"
2.58,0.9993155373,"1","HDTOP","1","M","C","2"
1.35,0.0657084189,"1","SEDAN","3","M","C","1"
1.85,0.1971252567,"0","SEDAN","1","F","E","5"
2.38,0.6954140999,"1","STNWG","3","M","A","4"
0.71,0.629705681,"1","SEDAN","4","M","B","4"
1.83,0.8295687885,"0","HBACK","1","F","C","6"
2.28,0.9993155373,"1","HBACK","2","F","C","1"
3.63,0.5065023956,"1","STNWG","2","F","D","5"
1.69,0.8213552361,"0","SEDAN","2","F","C","5"
0.38,0.9445585216,"1","HBACK","4","F","A","3"
1.54,0.2874743326,"0","SEDAN","1","F","D","2"
3.3,0.5065023956,"1","STNWG","2","F","B","3"
1.6,0.6598220397,"1","SEDAN","1","F","E","4"
1.35,0.4818617385,"0","SEDAN","3","M","C","1"
0.79,0.5229295003,"0","HBACK","3","F","B","1"
1.87,0.5859000684,"1","SEDAN","1","F","A","1"
4.792,0.3668720055,"0","UTE","1","M","A","3"
4.45,0.2546201232,"0","STNWG","1","M","B","4"
0.5,0.9472963723,"1","HBACK","4","F","A","5"
1.91,0.3285420945,"1","STNWG","4","F","C","1"
1.06,0.6981519507,"1","SEDAN","3","M","E","6"
6.72,0.0739219713,"0","SEDAN","2","F","D","5"
1.57,0.0246406571,"0","SEDAN","1","F","A","5"
1.32,0.2600958248,"0","SEDAN","3","F","E","3"
1.95,0.6160164271,"0","STNWG","3","F","A","4"
1.69,0.5694729637,"0","UTE","3","M","E","4"
1.92,0.9472963723,"1","HDTOP","4","M","F","5"
0.6,0.8432580424,"0","SEDAN","4","F","C","2"
2.49,0.8761122519,"1","STNWG","3","F","E","3"
1.3,0.2655715263,"1","SEDAN","2","F","F","1"
2.43,0.925393566,"1","SEDAN","1","F","A","2"
1.79,0.7994524298,"1","STNWG","4","F","B","2"
1.93,0.7994524298,"1","STNWG","4","M","E","3"
1.28,0.5201916495,"1","HBACK","2","F","C","4"
2.42,0.501026694,"1","UTE","3","M","B","2"
4.02,0.6543463381,"0","STNWG","3","M","C","3"
4.47,0.7693360712,"0","STNWG","1","F","B","5"
1.47,0.6844626968,"0","HDTOP","3","F","A","1"
2.36,0.6954140999,"1","SEDAN","2","M","C","5"
1.26,0.1998631075,"1","STNWG","3","F","D","1"
1.73,0.629705681,"1","HBACK","2","F","E","6"
1.18,0.3969883641,"0","SEDAN","3","F","D","5"
0.97,0.8377823409,"0","HDTOP","4","F","B","3"
2.52,0.5393566051,"0","TRUCK","3","M","B","3"
3.45,0.5612594114,"1","STNWG","1","M","C","3"
0.83,0.810403833,"1","STNWG","4","F","D","2"
0.71,0.8925393566,"0","STNWG","4","F","B","4"
1.54,0.9363449692,"0","SEDAN","2","M","C","3"
4.54,0.3449691992,"1","STNWG","1","F","C","5"
1.64,0.629705681,"1","UTE","4","M","D","2"
2.53,0.4353182752,"1","STNWG","2","F","D","3"
4.7,0.3230663929,"1","STNWG","1","F","C","2"
0.59,0.0164271047,"1","UTE","4","M","C","6"
0.96,0.5503080082,"1","STNWG","4","M","E","4"
0.41,0.2600958248,"0","SEDAN","4","M","A","2"
1.14,0.1067761807,"0","SEDAN","3","F","A","2"
1.13,0.5311430527,"1","STNWG","4","M","B","4"
1.88,0.9555099247,"0","HBACK","2","F","B","6"
1.66,0.5557837098,"0","HBACK","3","F","C","3"
1.86,0.9199178645,"1","SEDAN","2","F","A","6"
3.37,0.0821355236,"0","SEDAN","1","M","A","4"
2.75,0.3449691992,"0","STNWG","1","F","E","4"
0.41,0.3778234086,"0","STNWG","4","F","B","5"
0.35,0.8678986995,"1","SEDAN","4","F","A","6"
2.79,0.3449691992,"1","HDTOP","3","F","F","2"
3.01,0.977412731,"1","HDTOP","1","F","B","3"
1.6,0.5968514716,"1","SEDAN","2","F","D","3"
1.1,0.8733744011,"1","SEDAN","3","F","E","4"
2.05,0.9993155373,"0","SEDAN","1","F","D","5"
1.91,0.9801505818,"0","HBACK","3","F","E","3"
1.18,0.219028063,"0","STNWG","3","M","A","2"
1.22,0.4955509925,"0","SEDAN","3","F","C","2"
5.236,0.8350444901,"1","STNWG","1","M","D","3"
1.25,0.8240930869,"1","STNWG","4","M","F","3"
0.43,0.2792607803,"0","HBACK","4","M","A","5"
2.51,0.6324435318,"0","TRUCK","3","F","A","3"
2.04,0.7802874743,"1","UTE","4","M","A","6"
1.53,0.514715948,"0","UTE","3","M","C","4"
4.75,0.6324435318,"1","STNWG","2","F","B","5"
0.35,0.3559206023,"0","SEDAN","4","M","A","4"
0.72,0.3422313484,"1","SEDAN","4","F","B","3"
2.96,0.758384668,"0","SEDAN","2","F","A","4"
1.77,0.1341546886,"0","SEDAN","1","M","B","6"
2.11,0.9828884326,"1","SEDAN","2","M","C","5"
0.87,0.7227926078,"1","SEDAN","3","F","B","2"
1.5,0.2491444216,"0","HBACK","2","M","B","6"
1.76,0.5804243669,"1","SEDAN","2","M","C","6"
1.06,0.6461327858,"0","HBACK","4","F","A","3"
1.5,0.3258042437,"0","SEDAN","3","M","D","5"
1.57,0.038329911,"1","UTE","3","M","C","1"
1.2,0.8651608487,"1","SEDAN","3","F","C","5"
2.75,0.0848733744,"0","STNWG","2","F","C","4"
0.53,0.7118412046,"1","HBACK","4","M","C","1"
1.26,0.0684462697,"0","HBACK","2","M","A","5"
1.04,0.5941136208,"1","HBACK","3","F","C","1"
2.04,0.3449691992,"0","STNWG","3","F","A","4"
3.13,0.0219028063,"0","TRUCK","1","F","D","6"
1.58,0.6351813826,"1","STNWG","4","M","B","1"
1.06,0.1834360027,"0","SEDAN","3","M","F","2"
3.47,0.2464065708,"1","SEDAN","1","M","B","3"
0.8,0.8158795346,"1","UTE","4","M","F","2"
0.76,0.3175906913,"0","SEDAN","4","F","B","1"
0.67,0.1095140315,"1","HBACK","3","F","B","1"
0.75,0.5804243669,"0","SEDAN","4","F","D","1"
2.5,0.1204654346,"1","UTE","3","M","C","4"
1.5,0.0301163587,"1","SEDAN","2","F","C","3"
1.59,0.2710472279,"0","SEDAN","3","M","A","5"
2.28,0.681724846,"1","SEDAN","2","F","A","2"
2.18,0.9363449692,"1","HBACK","3","F","B","3"
1.399,0.3915126626,"1","HBACK","1","M","C","4"
0.7,0.5776865161,"1","STNWG","4","M","A","1"
1,0.5859000684,"1","SEDAN","4","M","C","5"
1.399,0.3504449008,"0","HBACK","1","F","C","5"
2.91,0.5174537988,"0","MIBUS","3","M","F","3"
2.06,0.5229295003,"0","SEDAN","1","F","E","6"
1.51,0.3696098563,"1","STNWG","4","F","F","3"
1.86,0.4928131417,"1","SEDAN","1","M","C","4"
3.01,0.9801505818,"1","SEDAN","1","F","A","1"
1.97,0.9828884326,"0","HBACK","3","F","B","2"
1.56,0.3696098563,"1","STNWG","4","F","A","3"
3.43,0.8596851472,"1","STNWG","3","M","C","4"
1.99,0.5804243669,"0","STNWG","4","F","B","3"
1.74,0.7419575633,"0","SEDAN","2","F","C","6"
3.04,0.0027378508,"0","STNWG","2","M","F","2"
2.81,0.8514715948,"1","STNWG","1","M","C","3"
0.44,0.3258042437,"0","SEDAN","4","F","B","4"
1.99,0.5366187543,"1","SEDAN","2","F","C","3"
1.74,0.3969883641,"1","SEDAN","1","M","B","2"
1.29,0.59137577,"0","SEDAN","3","M","D","2"
0.76,0.7474332649,"1","HBACK","3","F","A","4"
0.93,0.4709103354,"1","HBACK","3","M","A","5"
2.39,0.0301163587,"0","SEDAN","1","M","C","4"
1.33,0.7912388775,"0","HBACK","2","F","C","4"
2.54,0.7118412046,"1","UTE","3","M","E","4"
0.39,0.6461327858,"0","HBACK","4","F","C","4"
0.74,0.9418206708,"0","HBACK","3","F","D","1"
0.73,0.6652977413,"0","SEDAN","4","F","A","1"
3.02,0.5201916495,"1","STNWG","2","F","A","4"
1.35,0.3969883641,"0","SEDAN","3","F","C","6"
0.53,0.3093771389,"0","SEDAN","4","M","E","4"
0.59,0.8925393566,"1","SEDAN","4","M","A","2"
1.16,0.4791238877,"1","SEDAN","3","F","E","4"
1.64,0.7501711157,"1","SEDAN","2","M","D","4"
6.62,0.34770705,"1","COUPE","3","M","A","4"
4.64,0.076659822,"1","STNWG","1","F","F","2"
3.58,0.9555099247,"0","STNWG","2","M","A","4"
0.53,0.6570841889,"0","HBACK","4","M","A","4"
1.37,0.9993155373,"1","SEDAN","3","F","A","6"
1.76,0.2737850787,"0","HBACK","1","M","C","2"
2.68,0.8843258042,"1","SEDAN","1","F","E","4"
2.36,0.0219028063,"0","UTE","3","M","E","1"
1.4,0.9664613279,"0","UTE","3","F","B","5"
